window_id,label_code,pca_x,pca_y
218,1,-0.11992073,-0.08478856
219,0,0.58548737,-0.12638879
220,1,0.55906296,-0.1368885
221,1,-1.5404854,0.11656809
222,0,0.6549187,0.09317684
223,0,0.7916584,-0.14206958
224,1,0.32827377,-0.008043051
225,1,0.008716583,-0.26181006
226,0,0.39596176,0.10862255
227,1,0.49964142,-0.082268715
228,1,-0.044755936,0.029185057
229,1,-0.052804947,0.13654375
230,1,0.34656143,-0.18314481
231,0,0.318573,0.15125585
232,1,0.4722538,-0.17032146
233,1,-0.41786385,0.12380791
234,1,-0.32961655,0.030622244
235,1,-1.1355228,0.06549859
236,0,0.5276661,0.17721009
237,0,0.4291935,0.12605166
238,0,0.35715103,0.18834996
239,1,-2.9278412,0.114058495
240,1,-1.6838684,0.17990065
241,0,0.37974167,0.17856622
242,0,0.37423134,0.12851691
243,0,0.4697342,0.14039278
244,1,0.1282978,0.008440256
245,1,-0.06995964,0.19364333
246,1,-1.2726078,-0.094359875
247,0,0.22514534,0.049619913
248,0,0.49433517,0.19395709
249,0,0.6216965,0.103432655
250,0,0.8744526,-0.00088715553
251,1,-1.4594078,0.20931125
252,1,0.082611084,0.03539419
253,1,-0.31997108,0.032356262
254,0,0.38032722,-0.017310381
255,1,-0.45762825,0.058117867
256,0,0.37742615,0.12775779
257,0,0.36886215,0.2014935
258,1,-0.57951164,0.044332266
259,1,-0.54647064,0.002954483
260,1,-1.0223484,-0.18723583
261,1,-0.08572006,0.12851262
262,0,0.49930763,-0.061382532
263,0,0.5107403,0.14463949
264,0,-1.6836834,0.061007023
265,0,0.559021,0.17027688
266,0,0.8559208,-0.012676954
267,1,-0.24095726,0.013951302
268,0,0.7250557,-0.07609987
269,3,0.18515778,-0.05932474
270,0,0.39465332,0.1659429
271,1,-0.0042476654,0.14537883
272,1,-0.35189056,0.15648317
273,0,0.7580757,-0.066708565
274,0,0.7281456,-0.04434538
275,0,-0.09669495,0.029628754
276,0,0.8918648,-0.041798115
277,1,-0.31694794,0.25117612
278,1,-0.3387699,0.10999942
279,1,-0.3556633,0.2807212
280,0,0.6611347,0.1000967
281,1,-0.5310974,0.10219741
282,1,-0.9036846,0.21683097
283,0,0.9122181,-0.12029195
284,0,0.50357246,0.16836381
285,1,-1.300848,0.2618792
286,0,0.852087,0.010192633
287,0,0.70993423,0.054240227
288,1,-1.5485153,0.3643229
289,0,0.31221962,0.16767669
290,1,-0.3220005,-0.04687953
291,0,0.8310642,-0.015244007
292,0,0.4447937,0.18808508
293,0,0.8752804,-0.019211292
294,1,-0.43212318,0.21874094
295,0,0.8269005,-0.0040068626
296,0,0.6489506,0.02358222
297,1,0.17966652,-0.062378407
298,0,0.42371178,0.19636416
299,1,-0.02318573,-0.2104106
300,0,0.49664116,0.15612054
301,0,0.34022713,0.21045661
302,1,-0.12950706,0.2941296
303,1,-0.48729324,0.13335323
304,0,0.65304756,0.10892677
305,0,0.50050735,0.1271193
306,1,-0.122177124,0.18810391
307,0,0.39375496,0.20513606
308,1,-0.07161331,0.16441917
309,0,0.31565666,0.1918416
310,0,0.625967,0.09237623
311,0,0.63794327,0.11289978
312,1,-0.0033397675,0.1420412
313,0,0.24807358,0.10192156
314,0,0.5982876,0.051444054
315,0,0.6731224,-0.030326128
316,0,0.73347855,0.028829813
317,0,0.82793427,-0.09299493
318,0,0.4542904,0.17827225
319,0,0.48010635,0.13074899
320,0,0.5943775,0.16547489
321,0,0.5759468,0.10773134
322,0,0.74580574,-0.007445812
323,0,0.5346718,0.111206055
324,0,0.3704853,-0.0099880695
325,0,0.82336044,0.010154724
326,1,-0.2986641,0.15115762
327,0,0.50504684,0.1615367
328,0,0.6534748,0.1373949
329,1,-0.042921066,0.1516223
330,0,0.7737522,0.023840666
331,0,0.35404778,0.20372725
332,1,-0.17530823,0.1853745
333,0,0.21037865,0.22806454
334,0,0.5652752,0.14473104
335,0,0.3634529,0.1897912
336,0,0.89372826,-0.038914204
337,1,-0.6094532,0.06619358
338,1,-0.3150673,0.25248384
339,2,-3.7173462,-0.5518451
340,3,-0.98272324,-0.43418813
341,1,-1.4897518,-0.023354053
342,1,0.43711853,-0.17227888
343,1,-1.1845264,0.055700064
344,3,-2.5339022,-0.1154716
345,3,-1.3194561,-0.1777873
346,3,-0.24700546,-0.23708081
347,2,0.42646217,0.08326888
348,3,-2.8605804,-0.11293483
349,0,0.3015709,-0.25133348
350,1,-3.4000206,0.22310472
351,3,-2.4908085,0.11337638
352,1,-1.4012527,0.14455366
353,0,0.7989445,0.012943268
354,0,0.78266525,0.010076284
355,0,0.79709435,-0.12001586
356,0,0.52124214,0.10952163
357,0,0.30370712,0.18986487
358,0,0.8003483,-0.0759778
359,0,0.77079964,0.03861189
360,0,1.1234093,-0.19813156
361,0,0.38158417,0.15842247
362,0,0.8608856,-0.22312784
363,1,-0.12681007,0.08116746
364,0,0.7749424,0.035666704
365,1,-2.0805597,0.09790063
366,1,-0.3627472,0.17968392
367,0,0.4501152,0.13516068
368,0,0.6971607,-0.07284737
369,1,-1.5656624,0.2064991
370,0,0.810215,-0.012803793
371,0,0.7442646,-0.030770779
372,0,0.787426,0.00729537
373,0,0.51434517,0.15561175
374,1,0.32636833,-0.0681622
375,0,0.36670303,0.18784499
376,0,0.89492226,-0.017463923
377,0,0.7886276,0.01631999
378,1,0.07530975,0.041604757
379,0,0.8482437,-0.0099413395
380,0,0.2987175,0.26381946
381,1,0.059789658,0.11767411
382,0,0.61039734,0.11673403
383,0,0.4788475,0.18079233
384,0,1.035883,-0.20186496
385,0,0.8046341,0.018512964
386,0,0.42455864,0.18721175
387,1,-0.2672119,-0.11173868
388,1,-1.0080757,0.069609165
389,0,0.80212975,-0.22882557
390,0,-0.5910988,-0.1718514
391,0,0.48687935,0.14456058
392,0,0.7877579,-0.01376462
393,1,-1.5867329,0.17563462
394,0,0.64217186,0.07563496
395,0,1.0368042,-0.18824387
396,1,-0.26307487,0.18519258
397,0,0.8618927,-0.034092426
398,1,0.04833412,-0.004843712
399,0,0.43844795,0.18584585
400,0,0.49572754,0.13785529
401,0,0.3567238,0.2080431
402,0,0.5667286,0.1208663
403,0,0.5488453,0.1709702
404,0,0.45744133,0.19196844
405,0,0.9155693,-0.017203808
406,0,0.79686356,0.063979864
407,0,0.6656723,0.060320377
408,0,0.83737946,-0.016470194
409,0,0.4139881,0.20083594
410,0,0.4539051,0.1562984
411,0,0.4997902,0.14296174
412,0,0.4579277,0.18756747
413,0,0.79911995,0.05089712
414,1,-0.04722786,0.07323861
415,0,0.4893074,0.18551612
416,1,-0.15815353,0.18873143
417,1,0.40668678,0.00093126297
418,0,0.46088028,0.19139981
419,0,0.5493851,0.15128875
420,0,0.5760727,0.11224294
421,0,0.3251419,0.097096205
422,0,0.6825199,0.0361135
423,0,0.49141884,0.14470577
424,1,-0.04910469,-0.21450758
425,0,0.584322,-0.05496764
426,0,0.54553604,0.103458166
427,0,0.46597862,0.1580677
428,1,-1.0186214,0.17584276
429,0,0.32167625,0.10883808
430,1,-0.16913033,0.11267781
431,1,-1.9162054,0.17634153
432,1,-1.6741924,-0.10459089
433,1,-1.8632374,-0.059811354
434,1,-0.07710266,0.16717649
435,1,-1.9577103,0.09869242
436,2,-0.54831314,-0.093997
437,1,-0.19205093,0.31269336
438,0,0.8037262,-0.03685212
439,1,0.030937195,-0.041975975
440,1,-1.015049,-0.093189
441,1,-1.8333378,0.12229514
442,3,-3.7751055,0.13341665
443,0,-0.7237358,0.26112247
444,1,-2.359291,-0.013343334
445,1,-0.11949158,0.050616503
446,0,-0.6069107,0.23177743
447,1,-0.06485939,0.2686
448,1,-0.3200531,0.28856397
449,1,-1.1609058,-0.25471163
450,3,-1.1037216,0.035151005
451,1,0.0701046,-0.19614816
452,1,0.0006351471,0.022745132
453,1,-1.3774052,0.15357447
454,3,-0.6951275,0.041045427
455,1,-0.3664074,0.15162587
456,0,0.3311596,-0.009089947
457,0,0.3619156,0.19759011
458,0,0.6874981,0.0919559
459,1,-0.6508789,0.20997787
460,0,0.5122204,0.15869522
461,3,-0.49146843,0.22091699
462,1,0.11777878,0.02349329
463,0,0.4018898,0.17016077
464,1,-0.73469543,-0.05177307
465,1,-1.4369984,0.3803649
466,0,0.4014454,0.13339019
467,1,-2.427806,0.04492712
468,1,-2.0110092,0.2440784
469,1,-1.0168209,0.091230154
470,1,-0.22979927,0.15005231
471,2,-0.046468735,0.1008997
472,0,0.2710247,-0.03557563
473,3,-1.316576,-0.03940606
474,0,0.45786476,0.17092347
475,1,-0.35097504,-0.26166463
476,1,-0.7397156,-0.090914726
477,0,0.37871933,0.14197588
478,0,-0.72215843,0.23008823
479,0,0.2371769,0.08401251
480,1,-0.9913578,0.29375243
481,1,-0.7430496,0.17090893
482,0,0.86044693,-0.04122281
483,3,-1.5282593,-0.0059957504
484,0,0.24792862,0.1178906
485,0,-0.079473495,0.072526455
486,0,0.76096153,-0.02843237
487,0,0.5095215,0.15247655
488,0,0.3182602,0.18471646
489,1,-0.07783127,-0.059087038
490,3,-0.56999016,0.13568354
491,1,0.20967293,-0.08655381
492,0,0.108392715,0.09077096
493,2,0.52108383,-0.050426483
494,0,0.32494164,0.07658744
495,1,-0.732872,0.048565626
496,0,0.8636246,-0.027344465
497,1,-0.117744446,0.15690279
498,0,0.6693077,-0.09111619
499,0,0.36582947,0.1583333
500,0,0.39507866,0.16285038
501,1,-3.133152,0.46235085
502,1,-1.4682064,0.18828058
503,0,-0.15429497,0.16837025
504,0,-0.9989643,0.14020085
505,1,-0.42786407,0.121866465
506,0,0.52098656,0.1898129
507,0,0.41715622,0.10443592
508,3,-1.7612438,0.24487782
509,0,0.5486736,-0.12652087
510,0,0.3653717,0.17748475
511,0,0.8435135,0.0025994778
512,0,0.42246628,0.10779166
513,0,0.8137722,-0.02175045
514,0,-0.03866005,0.20984006
515,0,0.5363922,-0.033008814
516,3,-4.380252,-0.30098534
517,0,0.3390808,0.13610649
518,0,-0.071531296,0.1701324
519,0,0.4229393,0.19078946
520,0,-0.5284004,0.38953543
521,1,0.16835976,0.06977391
522,1,-1.6406345,0.24531674
523,0,0.7993469,-0.014175177
524,1,-0.63622284,0.16896653
525,0,0.447443,0.15669298
526,0,0.5176163,0.11312866
527,0,0.37413025,0.19568253
528,0,0.38558578,0.11760044
529,0,0.6996021,0.010908842
530,0,0.45191765,0.18794799
531,1,0.10743523,0.032485723
532,0,0.69870186,0.05042553
533,0,0.39775276,0.18467188
534,0,0.5228405,0.06646228
535,1,0.08963394,0.060103416
536,1,-0.90857124,-0.14241433
537,2,-0.20011711,0.08396435
538,0,0.459013,0.18420362
539,0,0.7676563,0.013393164
540,0,-0.093011856,0.15087795
541,0,0.67547226,0.11538887
542,0,0.6071625,0.079393625
543,1,-0.7110405,0.104421854
544,0,0.51132584,0.114346266
545,0,0.4432106,0.17910266
546,0,0.8365402,0.012368679
547,0,-0.9627342,0.22004128
548,0,-0.068525314,0.12986541
549,1,-0.039888382,0.110399246
550,0,0.3667431,0.06458211
551,2,-0.32966423,0.14116001
552,0,-0.24668884,0.077747345
553,2,0.3123188,-0.17211962
554,2,0.59217644,-0.07252264
555,0,0.3827877,0.1391077
556,3,-0.36076736,-0.0652442
557,0,0.19137192,0.0425632
558,1,-0.14193726,0.12737513
559,1,-0.22286987,0.1023469
560,3,-1.6718464,0.17559958
561,1,-0.18907928,0.19822621
562,1,-0.3191204,0.19589353
563,0,0.342865,0.09831476
564,0,0.39067268,-0.10343933
565,0,0.31793404,0.12406826
566,1,0.087301254,0.00851655
567,0,0.33197403,0.122642994
568,0,0.35424423,0.1634965
569,3,-1.6835709,0.08916974
570,2,-1.842413,0.13671017
571,1,-1.070097,0.21050811
572,1,-0.32386017,0.12090182
573,1,-0.06339836,0.12540126
574,0,0.5357666,0.17842841
575,1,-1.3613567,0.086657524
576,2,-1.1611214,0.30733347
577,0,0.9139824,-0.04204297
578,0,0.5449028,0.1801157
579,0,0.73903656,0.091022015
580,0,0.34072304,0.16615558
581,0,0.40328598,0.20779705
582,1,-0.34406853,0.23224473
583,0,0.3040619,-0.00096797943
584,0,0.850626,-0.0046055317
585,0,-0.3491211,-0.07954502
586,0,0.6362381,0.014213324
587,0,0.8647728,0.006938219
588,0,0.58441734,-0.066426754
589,0,0.8747215,-0.012614965
590,0,0.39216042,0.11688924
591,1,-0.8659935,0.17449999
592,0,0.80296516,0.0008752346
593,1,0.029945374,0.095671415
594,0,0.45609093,0.16562843
595,1,-0.16888428,0.1886344
596,0,0.37669754,0.20106816
597,0,0.368639,0.21280193
598,0,0.4584694,0.20203853
599,0,0.38867188,0.09786034
600,0,0.42409706,0.17336822
601,0,0.7737522,0.01615262
602,0,0.74863243,-0.02258277
603,0,0.7696705,-0.049255848
604,0,0.48202896,0.16274953
605,0,0.2839508,0.09177542
606,1,-0.29752922,0.19950223
607,0,0.78959465,0.028960466
608,0,0.30750275,0.17152166
609,0,0.443758,0.22805023
610,1,-0.66776085,0.18497896
611,0,0.6219044,0.09796262
612,0,0.12482834,0.16574788
613,3,-4.719474,-0.3335271
614,1,0.07664108,0.11232281
615,2,-1.061245,0.23734546
616,2,-0.80981255,0.39309502
617,2,-0.56939316,0.16749859
618,1,0.09650993,0.081380844
619,0,0.38654137,0.22099352
620,1,0.2644844,-0.09727621
621,0,-0.02358818,-0.022598505
622,2,-0.50705147,0.21738505
623,2,-0.0949707,0.0858531
624,1,-0.52126694,-0.029079914
625,0,-0.51605797,0.07099724
626,3,-0.8088379,-0.040902138
627,0,0.8436241,-0.04057312
628,0,0.38233948,0.18033719
629,1,-0.93558884,0.040819645
630,0,0.54668045,0.13141036
631,0,-0.53502846,0.3111205
632,1,0.11961746,0.017924786
633,0,0.6607132,0.07758665
634,0,0.3487339,0.20023775
635,0,0.74344254,-0.021101713
636,1,-1.7306519,0.14694452
637,0,0.83810806,-0.0076208115
638,0,0.088186264,0.115130424
639,0,0.8333111,-0.017290354
640,0,0.4799652,0.17798734
641,0,0.60165215,0.05265045
642,1,-0.38207817,0.26583886
643,0,0.9175606,-0.06188488
644,1,-0.9952011,0.0036473274
645,0,0.07720566,-0.12160897
646,0,0.713089,0.03411889
647,1,0.08531952,0.05943489
648,1,0.21146011,-0.008818626
649,0,0.4263401,0.16258025
650,1,-0.043811798,0.1277535
651,0,0.4039173,-0.076988935
652,1,-0.94875526,0.23604798
653,1,0.36185646,-0.06484771
654,1,-0.25234413,0.1742723
655,1,-0.18130684,0.1621933
656,1,-0.79205513,0.11027312
657,0,0.5749836,0.120102406
658,1,-0.32640076,0.1558044
659,0,-1.387207,0.16972375
660,1,0.25701523,-0.21665645
661,1,-0.05355072,0.09607911
662,0,0.6624508,0.08743644
663,0,0.54418373,0.14351463
664,0,0.44444847,0.08824277
665,1,-0.84007645,0.08830595
666,1,0.090782166,-0.010290623
667,0,0.63435173,0.026156425
668,0,0.33615303,0.19496846
669,0,0.3257618,0.18381071
670,1,-1.2750015,0.13472772
671,1,0.09595108,0.053424835
672,1,-0.12269211,0.30755997
673,0,0.24433327,0.10159707
674,1,-0.15028,0.12226939
675,1,-1.2496605,0.14482045
676,0,0.16124344,0.053677797
677,1,0.3194294,-0.07306242
678,0,0.56786346,-0.06782937
679,1,-1.5340614,0.22933483
680,1,-0.71601486,0.23915935
681,0,0.8907623,-0.029239178
682,0,0.49205017,0.16551256
683,0,0.4120407,0.19860911
684,0,0.29669762,0.15710998
685,0,0.4886055,0.16638565
686,0,0.96448135,-0.15280151
687,1,-0.049648285,0.09416413
688,3,-1.0515556,0.20802116
689,3,-5.787978,-0.36702704
690,2,-2.7534046,0.12029052
691,0,0.6889858,0.071264744
692,0,0.4300232,0.12996268
693,0,0.5722847,0.13765001
694,0,0.44845772,0.19063878
695,0,0.84835815,0.014952183
696,0,0.8120537,0.010390997
697,0,0.7937298,-0.031140327
698,1,0.041921616,-0.012542725
699,0,0.63262177,-0.04868269
700,1,-0.7525959,0.17027974
701,0,0.8965244,-0.08524704
702,1,0.34423065,-0.10023141
703,1,0.50073814,0.11504388
704,1,-0.7049732,0.100559235
705,3,-3.0437136,-0.4874611
706,2,0.38978386,-0.046039343
707,1,-6.67459,-0.30116272
708,1,-4.233571,-0.2867148
709,1,-0.12634659,0.102206945
710,1,-1.2666512,0.23160934
711,0,0.42873764,-0.04598236
712,1,-0.13729477,0.3671031
713,1,0.0049648285,0.051548243
714,1,-0.14248657,-0.040582895
715,0,0.40766335,0.16165996
716,0,0.8194561,-0.004315138
717,0,0.3737278,0.16425896
718,0,0.36377716,0.11072445
719,0,0.5255451,0.1065681
720,0,0.4564438,0.19094658
721,0,0.029172897,0.12961888
722,1,-0.45025253,-0.038597345
723,0,0.702034,-0.03195238
724,0,0.43486404,0.18413281
725,0,0.668684,0.05684018
726,0,0.12659836,0.14932394
727,1,-0.7879391,-0.05176568
728,1,-0.74446106,0.08546662
729,0,0.44438553,0.18353057
730,1,-0.060264587,0.18332005
731,0,0.5105915,0.14450717
732,1,0.29205704,0.0094976425
733,1,-0.08042717,-0.007172346
734,0,0.5487728,0.15460134
735,0,0.5463028,0.19688606
736,0,0.899971,-0.018972397
737,0,0.37088966,0.16387725
738,0,0.72239876,0.018495083
739,1,-1.2686024,0.2408967
740,0,-1.0451298,0.18069553
741,0,0.5807266,0.12251449
742,0,0.53276443,0.17689538
743,0,0.3453579,0.18644977
744,0,0.47602844,0.20075274
745,1,-0.34728432,0.2617483
746,0,0.8220577,-0.013271332
747,0,0.53263474,0.15965915
748,0,0.4883213,0.16461372
749,0,0.6959858,0.08530545
750,0,0.79561996,-0.015082598
751,0,0.29932022,0.1815064
752,0,0.5569,0.1554904
753,0,0.8816414,-0.03872633
754,0,0.832428,-0.042797804
755,0,0.7760849,-0.05083704
756,0,-0.18032074,0.13820267
757,0,0.4806347,0.1912589
758,0,0.388546,0.17757058
759,0,0.46998215,0.18212605
760,0,0.393116,0.18410873
761,0,0.5701752,0.14927769
762,0,0.51917267,0.18835092
763,1,-0.961998,0.27062416
764,1,-0.21241188,0.23544908
765,0,0.45134926,0.18915367
766,0,0.05708313,0.18238759
767,1,0.35298538,-0.26540828
768,1,0.22239113,-0.03609705
769,0,0.44224167,0.18093848
770,0,0.8932438,-0.006226778
771,0,0.12184334,0.12650013
772,0,0.49283218,-0.108703375
773,0,0.4359436,-0.010788918
774,0,0.46798897,0.19455338
775,0,0.7053299,-0.05815363
776,0,0.55075455,0.16833878
777,0,0.8226204,-0.012659311
778,0,0.24041557,0.13579416
779,0,0.48973656,0.18291855
780,0,0.6168232,0.08148837
781,0,0.69159317,0.031378508
782,0,0.45638466,0.18953514
783,0,0.4300785,0.16612506
784,0,0.012973785,0.14150858
785,0,0.4420147,0.17773867
786,1,-0.45503616,0.24607038
787,0,0.6131973,0.16208649
788,1,0.391613,-0.045820475
789,0,0.4198532,0.18338704
790,0,0.43626022,0.19980145
791,1,-0.42718506,-0.058225393
792,0,0.47761154,0.1855042
793,0,0.846941,-0.0001001358
794,0,0.40680313,0.20023584
795,0,0.567461,0.18220568
796,0,0.42946243,0.16969752
797,0,0.65935516,0.11796856
798,0,0.26947594,0.21535707
799,1,-0.3365631,0.35664988
800,0,0.5314274,0.16576004
801,0,0.8565197,-0.06909847
802,0,0.4719677,0.18010855
803,1,0.124061584,0.0028362274
804,1,-0.5677185,0.11069918
805,0,0.5405197,0.1654768
806,0,0.26421356,0.089256525
807,0,0.9390011,-0.061431408
808,0,0.53385735,0.03204298
809,0,-0.09078026,0.21296334
810,0,0.46268654,0.18657589
811,0,0.5919552,0.16022825
812,1,-0.12627983,0.1336217
813,0,0.7562084,-0.016571045
814,0,0.6290436,0.09633255
815,0,0.4050579,0.16747284
816,0,0.41889763,0.18667197
817,1,-0.9130478,-0.10781312
818,0,0.8503628,-0.0073559284
819,0,0.44844246,0.16695523
820,1,0.2055378,0.026343584
821,1,0.062412262,0.048225164
822,1,-0.7859993,0.30393147
823,0,0.39790726,0.18769479
824,3,-4.0997257,-0.28095365
825,2,0.70991325,-0.08714533
826,0,0.21825027,0.08290386
827,0,0.43111038,0.09823179
828,0,0.70695305,-0.05044055
829,0,0.86141396,-0.0059485435
830,0,0.39353752,0.20052099
831,0,0.28734398,0.22748089
832,0,0.8413582,0.0064823627
833,1,-0.18946266,0.20268774
834,0,0.9099045,-0.029544353
835,0,0.91425705,-0.048109055
836,0,0.3972435,0.18998194
837,0,0.88656235,-0.0061974525
838,0,0.62461853,0.08028126
839,0,0.5173111,0.18760014
840,0,0.43651772,0.17702365
